ID_Cliente,Regiao,Canal_Venda,Porte_Cliente,Segmento,Tempo_Relacionamento_meses,Recencia_dias,Frequencia_pedidos_ano,Ticket_Medio_R$,N_Categorias_Compradas,Faturamento_Anual_R$,Desconto_Medio_%,Satisfacao_NPS_1a10,Chamados_Suporte_ano,Atraso_Medio_Pagamento_dias,Comprou_Cutelaria,Comprou_Panelas,Comprou_Utilidades_Cozinha,Comprou_Ferramentas,Comprou_Eletroportateis,Comprou_Moveis,Comprou_Talheres,Comprou_Jardinagem,Churn,Desconto_Medio_%_ausente,Satisfacao_NPS_1a10_ausente,Faturamento_Anual_R$_original,Porte_Cliente_ord,Churn_bin,Regiao_Centro-Oeste,Regiao_Nordeste,Regiao_Norte,Regiao_Sudeste,Regiao_Sul,Canal_Venda_Atacado,Canal_Venda_Distribuidor,Canal_Venda_E-commerce,Canal_Venda_Marketplace,Canal_Venda_Varejo Físico,Segmento_Corporativo,Segmento_Doméstico,Segmento_Profissional/Food Service,Faturamento_por_Pedido,Total_Categorias_Compradas,Cliente_Insatisfeito,Tempo_Relacionamento_meses_z,Recencia_dias_z,Frequencia_pedidos_ano_z,Ticket_Medio_R$_z,N_Categorias_Compradas_z,Faturamento_Anual_R$_z,Desconto_Medio_%_z,Satisfacao_NPS_1a10_z,Chamados_Suporte_ano_z,Atraso_Medio_Pagamento_dias_z,Porte_Cliente_ord_z,Faturamento_por_Pedido_z,Total_Categorias_Compradas_z
TRM1049,Sul,Varejo Físico,Médio,Doméstico,47,59,18,349.39,3,7677.6,16.0,7.9,5,0,1,0,0,1,0,0,1,0,Não,0,0,7677.6,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,426.53333333333336,3,0,0.5565956971002997,-0.25812773605840456,0.5875306649579648,-0.2620434931958822,-0.9418686100230305,0.06199184813648256,1.7047313100276613,0.38033801615429697,0.6612498385739246,-0.9396890283417427,0.4754664825919659,-0.14572153853702974,-0.9418686100230305
TRM1050,Sul,E-commerce,Pequeno,Profissional/Food Service,18,205,8,208.46,6,1995.7,7.6,8.6,1,5,1,1,1,0,1,0,1,1,Sim,0,0,1995.7,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,249.4625,6,0,-0.8930525088189606,3.0589097929791853,-0.46742771134777317,-0.6755492932395025,1.1275891810134877,-0.678910195654915,-0.28019867936318626,0.902370587346469,-1.254348579578949,-0.12147353146011812,-0.8682431421244592,-0.6760021490480819,1.1275891810134877
TRM1051,Sul,E-commerce,Médio,Profissional/Food Service,51,85,12,434.99,6,6998.66,10.6,9.8,3,7,1,1,1,1,1,0,1,0,Não,0,0,6998.66,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,583.2216666666667,6,0,0.7565471737788183,0.33257757733185117,-0.04544436082547797,-0.010882658144907159,1.1275891810134877,-0.026539810923291766,0.42870488827640213,1.7972835665330513,-0.2965493705025122,0.20581266729253173,0.4754664825919659,0.32351884112248064,1.1275891810134877
TRM1052,Nordeste,Varejo Físico,Pequeno,Doméstico,26,77,8,208.62,6,2564.12,5.9,7.3,7,3,1,1,1,1,0,0,1,1,Não,0,0,2564.12,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,320.515,6,0,-0.4931495554619233,0.15082209628869553,-0.46742771134777317,-0.6750798337347343,1.1275891810134877,-0.6047899999929169,-0.6819107010256195,-0.06711847343899417,1.6190490476503614,-0.448759730212768,-0.8682431421244592,-0.4632185845893962,1.1275891810134877
TRM1053,Sudeste,E-commerce,Médio,Profissional/Food Service,27,73,17,466.28,2,8540.4,3.8,7.5,5,9,1,0,1,0,0,0,0,0,Sim,0,1,8540.4,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,502.3764705882353,2,0,-0.44316168629229363,0.059944355767117735,0.482034827327391,0.08092601625631946,-1.6316878737018699,0.1744982779193399,-1.1781431983733315,0.08203368975876955,0.6612498385739246,0.5330988660451816,0.4754664825919659,0.08140872549065925,-1.6316878737018699
TRM1054,Nordeste,E-commerce,Grande,Profissional/Food Service,33,123,31,1374.49,4,22650.383749999997,12.1,5.6,9,7,0,1,1,0,1,0,0,1,Não,0,0,47159.1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,730.6575403225805,4,1,-0.14323447127451566,1.1959161122868402,1.9589765541554243,2.7457248714157356,-0.252049346344191,2.014396163879741,0.7831566720961963,-1.3349118606199848,2.576848256726798,0.20581266729253173,1.819176107308391,0.7650505356523816,-0.252049346344191
TRM1055,Nordeste,E-commerce,Médio,Profissional/Food Service,25,102,12,494.71,4,7235.07,12.4,8.2,3,1,1,0,1,0,0,0,1,1,Não,0,0,7235.07,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,602.9225,4,0,-0.543137424631553,0.7188079745485568,-0.04544436082547797,0.16434310200981503,-0.252049346344191,0.00428731594848073,0.8540470288601553,0.6040662609509416,-0.2965493705025122,-0.7760459289654178,0.4754664825919659,0.38251765945361826,-0.252049346344191
TRM1056,Sudeste,E-commerce,Grande,Profissional/Food Service,16,73,42,1009.09,6,22650.383749999997,10.9,5.6,5,0,0,1,1,1,1,0,1,1,Não,0,0,53024.65,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,539.2948511904762,6,1,-0.9930282471582199,0.059944355767117735,3.119430768091736,1.67359672740141,1.1275891810134877,2.014396163879741,0.4995952450403611,-1.3349118606199848,0.6612498385739246,-0.9396890283417427,1.819176107308391,0.19196957301308576,1.1275891810134877
TRM1057,Sudeste,Distribuidor,Médio,Corporativo,32,67,19,597.77,5,12512.74,4.5,7.0,4,6,0,0,1,1,0,1,1,1,Sim,0,0,12512.74,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,658.5652631578947,5,0,-0.19322234044414532,-0.07637225501524897,0.6930265025885386,0.4667337055186174,0.4377699173346484,0.6924790281321771,-1.012732365924094,-0.2908467182356394,0.18235023403570624,0.0421695679162068,0.4754664825919659,0.5491531118454027,0.4377699173346484
TRM1058,Sul,Varejo Físico,Grande,Doméstico,27,63,30,501.27,5,19693.04,13.6,7.5,5,0,1,1,1,0,0,1,1,0,Sim,0,0,19693.04,3,1,0,0,0,0,1,0,0,0,0,1,0,1,0,656.4346666666667,5,0,-0.44316168629229363,-0.16724999553682676,1.8534807165248506,0.18359094170531032,0.4377699173346484,1.628767759900665,1.1376084559159905,0.08203368975876955,0.6612498385739246,-0.9396890283417427,1.819176107308391,0.542772535288256,0.4377699173346484
TRM1059,Sul,Atacado,Pequeno,Doméstico,26,54,7,176.09,4,1584.57,10.0,6.7,7,0,1,1,1,0,0,0,1,0,Não,0,0,1584.57,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,226.36714285714285,4,0,-0.4931495554619233,-0.3717249117103768,-0.572923548978347,-0.7705268192979144,-0.252049346344191,-0.732520265748362,0.28692417474848453,-0.5145749630322847,1.6190490476503614,-0.9396890283417427,-0.8682431421244592,-0.745166674086659,-0.252049346344191
TRM1060,Sudeste,Atacado,Pequeno,Doméstico,30,19,6,174.49,6,1327.17,14.6,8.2,3,9,1,1,1,1,1,0,1,0,Não,0,0,1327.17,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,221.19500000000002,6,0,-0.29319807878340465,-1.1669051412741827,-0.6784193866089208,-0.7752214143455962,1.1275891810134877,-0.7660844231731505,1.3739096451291866,0.6040662609509416,-0.2965493705025122,0.5330988660451816,-0.8682431421244592,-0.7606558826723159,1.1275891810134877
TRM1061,Sudeste,E-commerce,Médio,Profissional/Food Service,5,84,13,587.35,6,9626.65,9.4,10.0,0,16,1,1,1,0,1,1,1,0,Não,0,0,9626.65,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,740.5115384615384,6,0,-1.5428948080241462,0.3098581422014567,0.06005147680509582,0.43616015527058993,1.1275891810134877,0.3161418909833511,0.14514346122056693,1.9464357297308144,-1.7332481841171674,1.6786005616794561,0.4754664825919659,0.7945606703862292,1.1275891810134877
TRM1062,Sudeste,E-commerce,Pequeno,Doméstico,27,36,3,118.88,6,427.97,10.6,7.5,1,5,1,1,1,0,1,1,1,0,Não,0,0,427.97,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,142.65666666666667,6,0,-0.44316168629229363,-0.7806747440574769,-0.9949068995006422,-0.938387933471586,1.1275891810134877,-0.8833372994605234,0.42870488827640213,0.08203368975876955,-1.254348579578949,-0.12147353146011812,-0.8682431421244592,-0.9958575506405236,1.1275891810134877
TRM1063,Nordeste,E-commerce,Pequeno,Doméstico,67,49,6,217.64,6,1677.23,10.9,7.0,7,9,1,1,1,0,1,0,1,1,Não,0,0,1677.23,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,279.53833333333336,6,0,1.556353080492893,-0.4853220873623491,-0.6784193866089208,-0.6486140541534284,1.1275891810134877,-0.7204376906629661,0.4995952450403611,-0.2908467182356394,1.6190490476503614,0.5330988660451816,-0.8682431421244592,-0.5859329323318224,1.1275891810134877
TRM1064,Sudeste,Marketplace,Grande,Doméstico,64,107,39,1090.32,2,22650.383749999997,8.4,8.0,8,0,1,0,0,0,0,0,1,0,Não,0,0,43045.98,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,580.7790705128205,2,0,1.4063894729840039,0.8324051502005291,2.802943255200015,1.9119354497284038,-1.6316878737018699,2.014396163879741,-0.0911577279926292,0.45491409775317854,2.0979486521885797,-0.9396890283417427,1.819176107308391,0.31620390757125477,-1.6316878737018699
TRM1065,Sudeste,Distribuidor,Médio,Corporativo,32,55,13,724.65,3,9697.52,4.1,7.6,0,7,0,0,0,1,0,0,1,1,Não,0,0,9697.52,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,745.963076923077,3,0,-0.19322234044414532,-0.3490054765799824,0.06005147680509582,0.8390150927997821,-0.9418686100230305,0.3253831180101374,-1.1072528416093728,0.15660977135765108,-1.7332481841171674,0.20581266729253173,0.4754664825919659,0.8108865953801393,-0.9418686100230305
TRM1066,Sudeste,Marketplace,Pequeno,Doméstico,32,52,6,178.29,2,1305.57,3.7,9.0,1,5,0,0,1,0,1,0,0,0,Não,0,0,1305.57,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,217.595,2,0,-0.19322234044414532,-0.4171637819711657,-0.6784193866089208,-0.7640717511073521,-1.6316878737018699,-0.7689009958241817,-1.201773317294651,1.2006749137419965,-1.254348579578949,-0.12147353146011812,-0.8682431421244592,-0.7714369365698042,-1.6316878737018699
TRM1067,Sudeste,E-commerce,Pequeno,Profissional/Food Service,4,64,13,257.85,4,4103.03,2.7,7.5,1,15,0,1,1,0,1,0,1,0,Não,0,0,4103.03,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,315.61769230769227,4,0,-1.5928826771937759,-0.14453056040643233,0.06005147680509582,-0.5306330123613757,-0.252049346344191,-0.4041209343263232,-1.438074506507847,0.08203368975876955,-1.254348579578949,1.5149574623031312,-0.8682431421244592,-0.47788473408477183,-0.252049346344191
TRM1068,Sul,Distribuidor,Pequeno,Doméstico,22,44,6,132.33,4,979.8,11.2,7.1,4,1,1,0,1,0,1,0,1,0,Sim,0,0,979.8,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,163.29999999999998,4,0,-0.6931010321404419,-0.5989192630143213,-0.6784193866089208,-0.8989239938520109,-0.252049346344191,-0.8113803880707758,0.5704856018043197,-0.21627063663675788,0.18235023403570624,-0.7760459289654178,-0.8682431421244592,-0.9340361925042797,-0.252049346344191
TRM1069,Sudeste,Varejo Físico,Pequeno,Corporativo,47,202,3,293.1,5,1167.39,9.2,3.9,5,3,1,0,1,1,0,1,0,1,Sim,0,0,1167.39,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,389.13000000000005,5,1,0.5565956971002997,2.990751487588002,-0.9949068995006422,-0.42720521521713656,0.4377699173346484,-0.7869192369778618,0.09788322337792744,-2.602705247800975,0.6612498385739246,-0.448759730212768,-0.8682431421244592,-0.25773469204046784,0.4377699173346484
TRM1070,Sul,Distribuidor,Grande,Doméstico,25,184,31,818.13,3,22650.383749999997,13.3,4.1,6,13,0,0,0,1,0,1,0,1,Sim,0,0,30157.61,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,730.6575403225805,3,1,-0.543137424631553,2.5818016552409015,1.9589765541554243,1.1132968084605899,-0.9418686100230305,2.014396163879741,1.066718099152032,-2.453553084603212,1.140149443112143,1.1876712635504814,1.819176107308391,0.7650505356523816,-0.9418686100230305
TRM1071,Sudeste,Varejo Físico,Pequeno,Doméstico,56,181,5,126.49,4,721.63,0.0,3.9,3,4,0,1,1,0,1,0,0,1,Não,0,0,721.63,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,144.326,4,1,1.0064865196269666,2.5136433498497186,-0.7839152242394946,-0.9160592657760495,-0.252049346344191,-0.8450449510946983,-2.076087717383477,-2.602705247800975,-0.2965493705025122,-0.28511663083644306,-0.8682431421244592,-0.9908583360184293,-0.252049346344191
TRM1072,Norte,Distribuidor,Pequeno,Corporativo,54,73,6,233.58,5,1775.73,16.2,7.8,5,0,0,1,1,1,0,0,1,1,Não,0,0,1775.73,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,295.955,5,0,0.9065107812877072,0.059944355767117735,-0.6784193866089208,-0.6018441509908986,0.4377699173346484,-0.7075935977867359,1.7519915478703003,0.3057619345554148,0.6612498385739246,-0.9396890283417427,-0.8682431421244592,-0.5367693300678146,0.4377699173346484
TRM1073,Sul,Marketplace,Médio,Corporativo,22,34,7,630.42,5,5354.27,4.4,5.8,2,25,0,1,1,1,0,1,0,1,Sim,0,0,5354.27,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,764.8957142857143,5,1,-0.6931010321404419,-0.8261136143182658,-0.572923548978347,0.5625327857103736,0.4377699173346484,-0.2409631397024212,-1.0363624848454136,-1.185759697422221,-0.7754489750407306,3.151388456066381,0.4754664825919659,0.8675848686657474,0.4377699173346484
TRM1074,Sul,Varejo Físico,Pequeno,Doméstico,34,109,5,153.29,3,888.54,16.2,8.4,5,0,0,1,1,0,0,0,1,0,Sim,0,0,888.54,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,177.708,3,0,-0.093246602104886,0.8778440204613179,-0.7839152242394946,-0.8374247987273798,-0.9418686100230305,-0.8232804075213828,1.7519915478703003,0.753218424148706,0.6612498385739246,-0.9396890283417427,-0.8682431421244592,-0.8908880190167776,-0.9418686100230305
TRM1075,Sudeste,Distribuidor,Pequeno,Doméstico,70,45,5,192.18,5,1224.09,2.2,7.6,4,4,1,1,1,0,0,1,1,0,Não,0,0,1224.09,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,244.81799999999998,5,0,1.706316688001782,-0.5761998278839269,-0.7839152242394946,-0.7233167978496646,0.4377699173346484,-0.7795257337689049,-1.5562251011144452,0.15660977135765108,0.18235023403570624,-0.28511663083644306,-0.8682431421244592,-0.6899112059444383,0.4377699173346484
TRM1076,Sudeste,Varejo Físico,Médio,Profissional/Food Service,11,115,9,388.3,5,4200.77,4.8,6.6,4,8,1,1,1,0,0,1,1,0,Não,0,0,4200.77,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,466.75222222222226,5,0,-1.2429675930063682,1.0141606312436846,-0.36193187371719937,-0.14787680988007096,0.4377699173346484,-0.3913759430804069,-0.9418420091601354,-0.5891510446311669,0.18235023403570624,0.36945576666885666,0.4754664825919659,-0.025276536090309235,0.4377699173346484
TRM1077,Sudeste,Distribuidor,Médio,Corporativo,25,33,19,469.19,7,10834.57,0.0,6.7,1,7,1,1,1,1,0,1,1,1,Não,0,0,10834.57,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,570.2405263157895,7,0,-0.543137424631553,-0.8488330494486603,0.6930265025885386,0.08946431099929077,1.817408444692327,0.47365089267935157,-2.076087717383477,-0.5145749630322847,-1.254348579578949,0.20581266729253173,0.4754664825919659,0.2846437372964628,1.817408444692327
TRM1078,Sudeste,Varejo Físico,Grande,Doméstico,10,77,24,1184.68,3,22650.383749999997,8.45,7.9,1,3,1,1,0,0,0,0,1,0,Sim,1,0,32216.74,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,943.7659895833332,3,0,-1.292955462175998,0.15082209628869553,1.2205056907414076,2.188799192665437,-0.9418686100230305,2.014396163879741,-0.07934266853196964,0.38033801615429697,-1.254348579578949,-0.448759730212768,1.819176107308391,1.4032543349552338,-0.9418686100230305
TRM1079,Nordeste,Atacado,Médio,Doméstico,17,126,17,488.33,5,10125.78,3.6,5.8,7,4,1,1,0,0,0,1,1,1,Não,0,0,10125.78,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,595.6341176470588,5,1,-0.9430403779885903,1.2640744176780236,0.482034827327391,0.14562340425718395,0.4377699173346484,0.3812268866921107,-1.2254034362159707,-1.185759697422221,1.6190490476503614,-0.28511663083644306,0.4754664825919659,0.3606908697390183,0.4377699173346484
TRM1080,Sudeste,Varejo Físico,Pequeno,Profissional/Food Service,81,47,9,191.0,3,1634.12,3.7,6.0,6,3,1,1,1,0,0,0,0,0,Não,0,0,1634.12,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,181.56888888888886,3,1,2.2561832488677083,-0.530760957623138,-0.36193187371719937,-0.72677906169733,-0.9418686100230305,-0.7260591002456492,-1.201773317294651,-1.0366075342244574,1.140149443112143,-0.448759730212768,-0.8682431421244592,-0.8793256714602989,-0.9418686100230305
TRM1081,Sudeste,Atacado,Médio,Profissional/Food Service,25,47,11,524.77,4,7088.15,2.5,9.0,5,0,1,0,1,0,1,0,1,0,Não,0,0,7088.15,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,644.3772727272727,4,0,-0.543137424631553,-0.530760957623138,-0.15094019845605175,0.25254280646813637,-0.252049346344191,-0.014870593953811137,-1.4853347443504863,1.2006749137419965,0.6612498385739246,-0.9396890283417427,0.4754664825919659,0.5066638091982971,-0.252049346344191
TRM1082,Nordeste,Marketplace,Grande,Profissional/Food Service,7,14,35,1361.84,5,22650.383749999997,8.45,8.2,3,22,1,0,0,1,1,0,1,1,Não,1,0,63668.29,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,647.1538214285714,5,0,-1.442919069684887,-1.280502316926155,2.3809599046777197,2.708608229320001,0.4377699173346484,2.014396163879741,-0.07934266853196964,0.6040662609509416,-0.2965493705025122,2.660459157937406,1.819176107308391,0.5149788428643254,0.4377699173346484
TRM1083,Sul,Distribuidor,Médio,Profissional/Food Service,16,33,9,556.69,7,8192.12,10.8,7.5,6,3,1,1,1,1,1,0,1,1,Sim,0,0,8192.12,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,910.2355555555556,7,0,-0.9930282471582199,-0.8488330494486603,-0.36193187371719937,0.34619997766938804,1.817408444692327,0.12908365185910176,0.47596512611904157,0.08203368975876955,1.140149443112143,-0.448759730212768,0.4754664825919659,1.3028394970497792,1.817408444692327
TRM1084,Sul,Marketplace,Grande,Doméstico,9,72,30,975.35,4,22650.383749999997,20.2,8.0,2,10,1,1,1,0,0,0,1,0,Não,0,0,33446.83,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,755.0127916666665,4,0,-1.3429433313456276,0.03722492063672329,1.8534807165248506,1.5745994543334205,-0.252049346344191,2.014396163879741,2.697196304723085,0.45491409775317854,-0.7754489750407306,0.6967419654215066,1.819176107308391,0.8379881127155646,-0.252049346344191
TRM1085,Sul,Marketplace,Médio,Corporativo,35,80,7,712.79,7,6493.32,5.3,7.4,0,2,1,1,1,1,0,1,1,1,Não,0,0,6493.32,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,927.6171428571428,7,0,-0.04325873293525633,0.2189804016798789,-0.572923548978347,0.804216407008841,1.817408444692327,-0.09243457126922268,-0.8236914145535373,0.0074576081598880205,-1.7332481841171674,-0.6124028295890929,0.4754664825919659,1.3548927830281972,1.817408444692327
TRM1086,Nordeste,Atacado,Grande,Corporativo,40,88,29,1300.05,5,22650.383749999997,13.9,7.7,3,2,0,1,1,0,1,1,0,1,Não,0,0,502693.89,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,781.0477155172413,5,0,0.206680612912892,0.4007358827230345,1.7479848788942767,2.5273088368223404,0.4377699173346484,2.014396163879741,1.2084988126799494,0.23118585295653327,-0.2965493705025122,-0.6124028295890929,1.819176107308391,0.9159558675072432,0.4377699173346484
TRM1087,Sudeste,Varejo Físico,Pequeno,Profissional/Food Service,51,9,12,226.01,7,3750.05,2.8,7.0,1,1,1,1,1,1,1,0,1,1,Não,0,0,3750.05,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,312.50416666666666,7,0,0.7565471737788183,-1.3940994925781272,-0.04544436082547797,-0.6240554538102431,1.817408444692327,-0.45014842573192465,-1.4144443875865276,-0.2908467182356394,-1.254348579578949,-0.7760459289654178,-0.8682431421244592,-0.48720892512563513,1.817408444692327
TRM1088,Sul,Distribuidor,Médio,Doméstico,46,45,10,418.65,6,5530.54,6.7,10.0,2,0,1,1,1,0,1,0,1,1,Não,0,0,5530.54,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,553.054,6,0,0.5066078279306699,-0.5761998278839269,-0.2564360360866256,-0.058826210069357385,1.1275891810134877,-0.21797808131365876,-0.49286974965506264,1.9464357297308144,-0.7754489750407306,-0.9396890283417427,0.4754664825919659,0.23317460770726203,1.1275891810134877
TRM1089,Sudeste,Varejo Físico,Pequeno,Doméstico,11,16,4,171.16,4,755.44,5.9,6.9,7,4,1,0,1,0,1,0,1,0,Sim,0,0,755.44,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,188.86,4,0,-1.2429675930063682,-1.235063446665366,-0.8894110618700684,-0.784992040288584,-0.252049346344191,-0.8406362325145424,-0.6819107010256195,-0.365422799834521,1.6190490476503614,-0.28511663083644306,-0.8682431421244592,-0.8574907098321147,-0.252049346344191
TRM1090,Sul,Distribuidor,Médio,Profissional/Food Service,39,69,12,495.53,6,7622.09,9.9,9.4,3,2,0,1,1,1,1,0,1,1,Sim,0,0,7622.09,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,635.1741666666667,6,0,0.15669274374326234,-0.03093338475446007,-0.04544436082547797,0.16674908197175192,1.1275891810134877,0.05475351721709632,0.263294055827165,1.498979240137524,-0.2965493705025122,-0.6124028295890929,0.4754664825919659,0.4791029251806048,1.1275891810134877
TRM1091,Nordeste,Varejo Físico,Médio,Doméstico,29,12,15,425.51,6,6984.02,12.1,7.7,0,14,1,1,1,0,1,0,1,1,Não,0,0,6984.02,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,465.60133333333334,6,0,-0.3431859479530343,-1.3259411871869438,0.2710431520662434,-0.03869813380242173,1.1275891810134877,-0.028448821275657284,0.7831566720961963,0.23118585295653327,-1.7332481841171674,1.3513143629268063,0.4754664825919659,-0.02872314585173465,1.1275891810134877
TRM1092,Sudeste,Distribuidor,Grande,Corporativo,56,21,19,1430.88,4,22650.383749999997,17.0,8.7,5,0,0,0,1,0,0,1,1,1,Sim,0,0,34457.81,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1192.1254605263157,4,0,1.0064865196269666,-1.1214662710133938,0.6930265025885386,2.9111800056274704,-0.252049346344191,2.014396163879741,1.9410324992408574,0.9769466689453505,0.6612498385739246,-0.9396890283417427,1.819176107308391,2.1470256800074305,-0.252049346344191
TRM1093,Sudeste,Distribuidor,Grande,Doméstico,49,100,31,770.72,5,22650.383749999997,9.6,8.0,4,0,1,0,0,1,0,1,1,1,Não,0,0,27799.88,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,730.6575403225805,5,0,0.656571435439559,0.6733691042877679,1.9589765541554243,0.9741900889539694,0.4377699173346484,2.014396163879741,0.19240369906320598,0.45491409775317854,0.18235023403570624,-0.9396890283417427,1.819176107308391,0.7650505356523816,0.4377699173346484
TRM1094,Sudeste,E-commerce,Pequeno,Profissional/Food Service,87,37,9,250.98,6,2928.32,12.0,9.2,3,0,1,1,0,1,1,1,1,0,Não,0,0,2928.32,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,325.36888888888893,6,0,2.5561104638854864,-0.7579553089270825,-0.36193187371719937,-0.5507904298473594,1.1275891810134877,-0.5572994555713631,0.7595265531748767,1.3498270769397596,-0.2965493705025122,-0.9396890283417427,-0.8682431421244592,-0.44868246299952674,1.1275891810134877
TRM1095,Sudeste,E-commerce,Médio,Corporativo,17,143,9,556.19,4,5232.57,7.8,5.5,4,17,0,0,1,1,1,1,0,0,Não,0,0,5232.57,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,581.3966666666666,4,1,-0.9430403779885903,1.6503048148947292,-0.36193187371719937,0.34473291671698747,-0.252049346344191,-0.25683244024087026,-0.232938441520547,-1.4094879422188664,0.18235023403570624,1.842243661055781,0.4754664825919659,0.3180534457438928,-0.252049346344191
TRM1096,Sudeste,Marketplace,Médio,Doméstico,15,90,15,403.5,7,7847.91,6.7,8.7,2,0,1,1,1,1,1,0,1,1,Não,0,0,7847.91,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,523.194,7,0,-1.0430161163278495,0.4461747529838234,0.2710431520662434,-0.10327815692709413,1.817408444692327,0.08419974110857156,-0.49286974965506264,0.9769466689453505,-0.7754489750407306,-0.9396890283417427,0.4754664825919659,0.14375175510198626,1.817408444692327
TRM1097,Sul,Marketplace,Pequeno,Doméstico,23,47,3,170.43,3,559.84,5.2,9.7,4,9,1,0,1,0,0,1,0,0,Não,0,0,559.84,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,186.61333333333334,3,0,-0.6431131629708123,-0.530760957623138,-0.9949068995006422,-0.7871339492790888,-0.9418686100230305,-0.8661418626322139,-0.8473215334748568,1.7227074849341684,0.18235023403570624,0.5330988660451816,-0.8682431421244592,-0.8642188860607323,-0.9418686100230305
TRM1098,Sul,E-commerce,Pequeno,Profissional/Food Service,30,112,9,236.6,4,2510.42,5.8,6.5,9,13,1,1,1,0,0,0,1,0,Sim,0,0,2510.42,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,278.93555555555554,4,0,-0.29319807878340465,0.9460023258525013,-0.36193187371719937,-0.5929831028383994,-0.252049346344191,-0.6117923125558973,-0.7055408199469392,-0.6637271262300484,2.576848256726798,1.1876712635504814,-0.8682431421244592,-0.5877380933624976,-0.252049346344191
TRM1099,Centro-Oeste,Distribuidor,Pequeno,Profissional/Food Service,20,50,5,156.34,7,1103.91,15.0,7.7,6,4,1,1,1,1,1,0,1,1,Não,0,0,1103.91,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,220.782,7,0,-0.7930767704797013,-0.4626026522319546,-0.7839152242394946,-0.8284757269177363,1.817408444692327,-0.7951968310467258,1.4684301208144652,0.23118585295653327,1.140149443112143,-0.28511663083644306,-0.8682431421244592,-0.7618927091333333,1.817408444692327
TRM1100,Centro-Oeste,Atacado,Médio,Doméstico,17,97,21,487.35,3,12782.1,9.2,6.2,2,0,1,1,0,0,0,0,1,0,Sim,0,0,12782.1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,608.6714285714286,3,0,-0.9430403779885903,0.6052107988965846,0.9040181778496862,0.142747964790479,-0.9418686100230305,0.7276027322655921,0.09788322337792744,-0.8874553710266936,-0.7754489750407306,-0.9396890283417427,0.4754664825919659,0.3997341896706683,-0.9418686100230305
TRM1101,Nordeste,Varejo Físico,Pequeno,Profissional/Food Service,38,32,3,203.07,4,761.01,8.7,7.1,5,0,1,1,0,0,1,0,1,0,Não,0,0,761.01,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,253.67,4,0,0.10670487457363266,-0.8715524845790548,-0.9949068995006422,-0.6913642103063806,-0.252049346344191,-0.8399099218818461,-0.02026737122867061,-0.21627063663675788,0.6612498385739246,-0.9396890283417427,-0.8682431421244592,-0.6634017923053928,-0.252049346344191
